data,dolar_blr
30/06/2017,3.312
29/06/2017,3.303
28/06/2017,3.285
27/06/2017,3.318
26/06/2017,3.301
23/06/2017,3.339
22/06/2017,3.332
21/06/2017,3.33
20/06/2017,3.334
19/06/2017,3.289
16/06/2017,3.288
14/06/2017,3.289
13/06/2017,3.305
12/06/2017,3.313
09/06/2017,3.282
08/06/2017,3.263
07/06/2017,3.277
06/06/2017,3.279
05/06/2017,3.288
02/06/2017,3.251
01/06/2017,3.248
31/05/2017,3.237
30/05/2017,3.262
29/05/2017,3.27
26/05/2017,3.267
25/05/2017,3.289
24/05/2017,3.279
23/05/2017,3.263
22/05/2017,3.279
19/05/2017,3.26
18/05/2017,3.382
17/05/2017,3.121
16/05/2017,3.098
15/05/2017,3.108
12/05/2017,3.126
11/05/2017,3.152
10/05/2017,3.165
09/05/2017,3.183
08/05/2017,3.197
05/05/2017,3.174
04/05/2017,3.185
03/05/2017,3.156
02/05/2017,3.154
28/04/2017,3.173
27/04/2017,3.175
26/04/2017,3.175
25/04/2017,3.152
24/04/2017,3.132
20/04/2017,3.155
19/04/2017,3.14
18/04/2017,3.12
17/04/2017,3.103
13/04/2017,3.145
12/04/2017,3.148
11/04/2017,3.15
10/04/2017,3.135
07/04/2017,3.154
06/04/2017,3.145
05/04/2017,3.104
04/04/2017,3.098
03/04/2017,3.112
31/03/2017,3.127
30/03/2017,3.137
29/03/2017,3.118
28/03/2017,3.141
27/03/2017,3.131
24/03/2017,3.107
23/03/2017,3.136
22/03/2017,3.095
21/03/2017,3.084
20/03/2017,3.069
17/03/2017,3.099
16/03/2017,3.119
15/03/2017,3.114
14/03/2017,3.176
13/03/2017,3.152
10/03/2017,3.14
09/03/2017,3.193
08/03/2017,3.161
07/03/2017,3.115
06/03/2017,3.125
03/03/2017,3.115
02/03/2017,3.147
01/03/2017,3.094
24/02/2017,3.11
23/02/2017,3.06
22/02/2017,3.069
21/02/2017,3.088
20/02/2017,3.085
17/02/2017,3.092
16/02/2017,3.077
15/02/2017,3.066
14/02/2017,3.097
13/02/2017,3.111
10/02/2017,3.107
09/02/2017,3.13
08/02/2017,3.116
07/02/2017,3.122
06/02/2017,3.124
03/02/2017,3.114
02/02/2017,3.118
01/02/2017,3.149
31/01/2017,3.147
30/01/2017,3.117
27/01/2017,3.153
26/01/2017,3.179
25/01/2017,3.169
24/01/2017,3.169
23/01/2017,3.167
20/01/2017,3.178
19/01/2017,3.197
18/01/2017,3.219
17/01/2017,3.21
16/01/2017,3.236
13/01/2017,3.213
12/01/2017,3.171
11/01/2017,3.184
10/01/2017,3.194
09/01/2017,3.195
06/01/2017,3.222
05/01/2017,3.198
04/01/2017,3.222
03/01/2017,3.257
02/01/2017,3.285
29/12/2016,3.249
28/12/2016,3.282
27/12/2016,3.276
26/12/2016,3.276
23/12/2016,3.271
22/12/2016,3.297
21/12/2016,3.328
20/12/2016,3.347
19/12/2016,3.372
16/12/2016,3.391
15/12/2016,3.373
14/12/2016,3.341
13/12/2016,3.324
12/12/2016,3.346
09/12/2016,3.367
08/12/2016,3.384
07/12/2016,3.413
06/12/2016,3.407
05/12/2016,3.428
02/12/2016,3.464
01/12/2016,3.471
30/11/2016,3.386
29/11/2016,3.397
28/11/2016,3.383
25/11/2016,3.413
24/11/2016,3.389
23/11/2016,3.389
22/11/2016,3.358
21/11/2016,3.352
18/11/2016,3.381
17/11/2016,3.419
16/11/2016,3.428
14/11/2016,3.441
11/11/2016,3.408
10/11/2016,3.363
09/11/2016,3.214
08/11/2016,3.172
07/11/2016,3.205
04/11/2016,3.22
03/11/2016,3.236
01/11/2016,3.24
31/10/2016,3.185
28/10/2016,3.197
27/10/2016,3.153
26/10/2016,3.143
25/10/2016,3.108
24/10/2016,3.119
21/10/2016,3.165
20/10/2016,3.138
19/10/2016,3.17
18/10/2016,3.181
17/10/2016,3.204
14/10/2016,3.203
13/10/2016,3.179
11/10/2016,3.198
10/10/2016,3.204
07/10/2016,3.215
06/10/2016,3.224
05/10/2016,3.221
04/10/2016,3.255
03/10/2016,3.2
30/09/2016,3.251
29/09/2016,3.257
28/09/2016,3.225
27/09/2016,3.229
26/09/2016,3.246
23/09/2016,3.237
22/09/2016,3.219
21/09/2016,3.213
20/09/2016,3.252
19/09/2016,3.272
16/09/2016,3.264
15/09/2016,3.306
14/09/2016,3.338
13/09/2016,3.315
12/09/2016,3.245
09/09/2016,3.276
08/09/2016,3.211
06/09/2016,3.209
05/09/2016,3.278
02/09/2016,3.249
01/09/2016,3.248
31/08/2016,3.223
30/08/2016,3.245
29/08/2016,3.233
26/08/2016,3.27
25/08/2016,3.228
24/08/2016,3.224
23/08/2016,3.232
22/08/2016,3.203
19/08/2016,3.21
18/08/2016,3.239
17/08/2016,3.21
16/08/2016,3.185
15/08/2016,3.181
12/08/2016,3.187
11/08/2016,3.138
10/08/2016,3.123
09/08/2016,3.137
08/08/2016,3.165
05/08/2016,3.165
04/08/2016,3.199
03/08/2016,3.238
02/08/2016,3.268
01/08/2016,3.272
29/07/2016,3.239
28/07/2016,3.293
27/07/2016,3.265
26/07/2016,3.271
25/07/2016,3.29
22/07/2016,3.26
21/07/2016,3.284
20/07/2016,3.249
19/07/2016,3.257
18/07/2016,3.249
15/07/2016,3.252
14/07/2016,3.252
13/07/2016,3.278
12/07/2016,3.289
11/07/2016,3.309
08/07/2016,3.288
07/07/2016,3.358
06/07/2016,3.336
05/07/2016,3.301
04/07/2016,3.264
01/07/2016,3.231
30/06/2016,3.214
29/06/2016,3.236
28/06/2016,3.303
27/06/2016,3.397
24/06/2016,3.374
23/06/2016,3.349
22/06/2016,3.376
21/06/2016,3.401
20/06/2016,3.397
17/06/2016,3.422
16/06/2016,3.469
15/06/2016,3.464
14/06/2016,3.49
13/06/2016,3.479
10/06/2016,3.428
09/06/2016,3.396
08/06/2016,3.371
07/06/2016,3.449
06/06/2016,3.493
03/06/2016,3.527
02/06/2016,3.584
01/06/2016,3.593
31/05/2016,3.618
30/05/2016,3.575
27/05/2016,3.606
25/05/2016,3.597
24/05/2016,3.581
23/05/2016,3.581
20/05/2016,3.54
19/05/2016,3.569
18/05/2016,3.56
17/05/2016,3.488
16/05/2016,3.496
13/05/2016,3.521
12/05/2016,3.47
11/05/2016,3.446
10/05/2016,3.47
09/05/2016,3.526
06/05/2016,3.498
05/05/2016,3.546
04/05/2016,3.534
03/05/2016,3.565
02/05/2016,3.491
29/04/2016,3.439
28/04/2016,3.496
27/04/2016,3.522
26/04/2016,3.523
25/04/2016,3.55
22/04/2016,3.573
20/04/2016,3.53
19/04/2016,3.535
18/04/2016,3.604
15/04/2016,3.514
14/04/2016,3.482
13/04/2016,3.49
12/04/2016,3.513
11/04/2016,3.496
08/04/2016,3.603
07/04/2016,3.689
06/04/2016,3.648
05/04/2016,3.67
04/04/2016,3.603
01/04/2016,3.569
31/03/2016,3.604
30/03/2016,3.621
29/03/2016,3.633
28/03/2016,3.629
24/03/2016,3.69
23/03/2016,3.674
22/03/2016,3.591
21/03/2016,3.611
18/03/2016,3.59
17/03/2016,3.645
16/03/2016,3.749
15/03/2016,3.756
14/03/2016,3.645
11/03/2016,3.603
10/03/2016,3.642
09/03/2016,3.7
08/03/2016,3.753
07/03/2016,3.788
04/03/2016,3.769
03/03/2016,3.814
02/03/2016,3.892
01/03/2016,3.944
29/02/2016,3.996
26/02/2016,3.995
25/02/2016,3.941
24/02/2016,3.954
23/02/2016,3.96
22/02/2016,3.943
19/02/2016,4.039
18/02/2016,4.038
17/02/2016,3.975
16/02/2016,4.064
15/02/2016,3.992
12/02/2016,3.995
11/02/2016,3.977
10/02/2016,3.935
05/02/2016,3.913
04/02/2016,3.891
03/02/2016,3.922
02/02/2016,3.982
01/02/2016,3.97
29/01/2016,4.025
28/01/2016,4.072
27/01/2016,4.083
26/01/2016,4.065
25/01/2016,4.106
22/01/2016,4.107
21/01/2016,4.153
20/01/2016,4.116
19/01/2016,4.049
18/01/2016,4.031
15/01/2016,4.05
14/01/2016,3.994
13/01/2016,4.001
12/01/2016,4.04
11/01/2016,4.049
08/01/2016,4.034
07/01/2016,4.044
06/01/2016,4.018
05/01/2016,3.992
04/01/2016,4.048
30/12/2015,3.959
29/12/2015,3.88
28/12/2015,3.867
23/12/2015,3.952
22/12/2015,3.993
21/12/2015,4.014
18/12/2015,3.947
17/12/2015,3.892
16/12/2015,3.922
15/12/2015,3.881
14/12/2015,3.889
11/12/2015,3.866
10/12/2015,3.806
09/12/2015,3.743
08/12/2015,3.811
07/12/2015,3.766
04/12/2015,3.732
03/12/2015,3.75
02/12/2015,3.845
01/12/2015,3.863
30/11/2015,3.885
27/11/2015,3.806
26/11/2015,3.75
25/11/2015,3.751
24/11/2015,3.697
23/11/2015,3.732
20/11/2015,3.697
19/11/2015,3.741
18/11/2015,3.777
17/11/2015,3.822
16/11/2015,3.814
13/11/2015,3.83
12/11/2015,3.762
11/11/2015,3.771
10/11/2015,3.792
09/11/2015,3.801
06/11/2015,3.78
05/11/2015,3.779
04/11/2015,3.8
03/11/2015,3.763
30/10/2015,3.864
29/10/2015,3.858
28/10/2015,3.923
27/10/2015,3.898
26/10/2015,3.912
23/10/2015,3.884
22/10/2015,3.926
21/10/2015,3.945
20/10/2015,3.906
19/10/2015,3.889
16/10/2015,3.84
15/10/2015,3.8
14/10/2015,3.819
13/10/2015,3.872
09/10/2015,3.751
08/10/2015,3.81
07/10/2015,3.876
06/10/2015,3.844
05/10/2015,3.902
02/10/2015,3.943
01/10/2015,3.99
30/09/2015,3.974
29/09/2015,4.063
28/09/2015,4.08
25/09/2015,3.969
24/09/2015,4.046
23/09/2015,4.135
22/09/2015,4.05
21/09/2015,3.977
18/09/2015,3.95
17/09/2015,3.862
16/09/2015,3.833
15/09/2015,3.856
14/09/2015,3.819
11/09/2015,3.879
10/09/2015,3.862
09/09/2015,3.798
08/09/2015,3.818
04/09/2015,3.85
03/09/2015,3.754
02/09/2015,3.753
01/09/2015,3.691
31/08/2015,3.633
28/08/2015,3.583
27/08/2015,3.563
26/08/2015,3.603
25/08/2015,3.592
24/08/2015,3.559
21/08/2015,3.493
20/08/2015,3.452
19/08/2015,3.481
18/08/2015,3.467
17/08/2015,3.485
14/08/2015,3.485
13/08/2015,3.508
12/08/2015,3.473
11/08/2015,3.5
10/08/2015,3.45
07/08/2015,3.51
06/08/2015,3.536
05/08/2015,3.489
04/08/2015,3.46
03/08/2015,3.451
31/07/2015,3.417
30/07/2015,3.38
29/07/2015,3.33
28/07/2015,3.37
27/07/2015,3.361
24/07/2015,3.349
23/07/2015,3.291
22/07/2015,3.227
21/07/2015,3.168
20/07/2015,3.199
17/07/2015,3.192
16/07/2015,3.153
15/07/2015,3.133
14/07/2015,3.138
13/07/2015,3.133
10/07/2015,3.166
09/07/2015,3.214
08/07/2015,3.228
07/07/2015,3.183
06/07/2015,3.149
03/07/2015,3.136
02/07/2015,3.098
01/07/2015,3.144
30/06/2015,3.109
29/06/2015,3.114
26/06/2015,3.128
25/06/2015,3.12
24/06/2015,3.095
23/06/2015,3.083
22/06/2015,3.081
19/06/2015,3.101
18/06/2015,3.055
17/06/2015,3.061
16/06/2015,3.092
15/06/2015,3.129
12/06/2015,3.115
11/06/2015,3.105
10/06/2015,3.116
09/06/2015,3.098
08/06/2015,3.112
05/06/2015,3.15
03/06/2015,3.132
02/06/2015,3.134
01/06/2015,3.176
29/05/2015,3.185
28/05/2015,3.161
27/05/2015,3.145
26/05/2015,3.152
25/05/2015,3.099
22/05/2015,3.088
21/05/2015,3.041
20/05/2015,3.005
19/05/2015,3.039
18/05/2015,3.019
15/05/2015,2.996
14/05/2015,2.996
13/05/2015,3.039
12/05/2015,3.024
11/05/2015,3.049
08/05/2015,2.982
07/05/2015,3.024
06/05/2015,3.044
05/05/2015,3.073
04/05/2015,3.087
30/04/2015,3.01
29/04/2015,2.954
28/04/2015,2.94
27/04/2015,2.919
24/04/2015,2.957
23/04/2015,2.978
22/04/2015,3.012
20/04/2015,3.024
17/04/2015,3.044
16/04/2015,3.01
15/04/2015,3.04
14/04/2015,3.062
13/04/2015,3.12
10/04/2015,3.087
09/04/2015,3.068
08/04/2015,3.055
07/04/2015,3.123
06/04/2015,3.125
02/04/2015,3.127
01/04/2015,3.173
31/03/2015,3.2
30/03/2015,3.219
27/03/2015,3.236
26/03/2015,3.188
25/03/2015,3.197
24/03/2015,3.125
23/03/2015,3.151
20/03/2015,3.237
19/03/2015,3.295
18/03/2015,3.215
17/03/2015,3.246
16/03/2015,3.246
13/03/2015,3.26
12/03/2015,3.154
11/03/2015,3.125
10/03/2015,3.109
09/03/2015,3.123
06/03/2015,3.05
05/03/2015,3.009
04/03/2015,2.979
03/03/2015,2.919
02/03/2015,2.893
27/02/2015,2.856
26/02/2015,2.878
25/02/2015,2.869
24/02/2015,2.834
23/02/2015,2.874
20/02/2015,2.872
19/02/2015,2.865
18/02/2015,2.844
13/02/2015,2.835
12/02/2015,2.831
11/02/2015,2.87
10/02/2015,2.831
09/02/2015,2.78
06/02/2015,2.772
05/02/2015,2.742
04/02/2015,2.747
03/02/2015,2.694
02/02/2015,2.713
30/01/2015,2.685
29/01/2015,2.608
28/01/2015,2.575
27/01/2015,2.571
26/01/2015,2.587
23/01/2015,2.582
22/01/2015,2.576
21/01/2015,2.606
20/01/2015,2.616
19/01/2015,2.65
16/01/2015,2.621
15/01/2015,2.634
14/01/2015,2.62
13/01/2015,2.633
12/01/2015,2.668
09/01/2015,2.639
08/01/2015,2.668
07/01/2015,2.707
06/01/2015,2.698
05/01/2015,2.716
02/01/2015,2.692
30/12/2014,2.655
29/12/2014,2.704
26/12/2014,2.677
23/12/2014,2.707
22/12/2014,2.662
19/12/2014,2.656
18/12/2014,2.654
17/12/2014,2.702
16/12/2014,2.741
15/12/2014,2.687
12/12/2014,2.659
11/12/2014,2.651
10/12/2014,2.612
09/12/2014,2.595
08/12/2014,2.611
05/12/2014,2.596
04/12/2014,2.586
03/12/2014,2.555
02/12/2014,2.574
01/12/2014,2.553
28/11/2014,2.567
27/11/2014,2.519
26/11/2014,2.505
25/11/2014,2.538
24/11/2014,2.55
21/11/2014,2.514
20/11/2014,2.572
19/11/2014,2.58
18/11/2014,2.589
17/11/2014,2.608
14/11/2014,2.594
13/11/2014,2.596
12/11/2014,2.56
11/11/2014,2.563
10/11/2014,2.555
07/11/2014,2.566
06/11/2014,2.55
05/11/2014,2.513
04/11/2014,2.509
03/11/2014,2.503
31/10/2014,2.472
30/10/2014,2.413
29/10/2014,2.465
28/10/2014,2.472
27/10/2014,2.526
24/10/2014,2.463
23/10/2014,2.509
22/10/2014,2.488
21/10/2014,2.474
20/10/2014,2.462
17/10/2014,2.436
16/10/2014,2.469
15/10/2014,2.438
14/10/2014,2.402
13/10/2014,2.389
10/10/2014,2.418
09/10/2014,2.388
08/10/2014,2.381
07/10/2014,2.406
06/10/2014,2.429
03/10/2014,2.473
02/10/2014,2.488
01/10/2014,2.484
30/09/2014,2.45
29/09/2014,2.451
26/09/2014,2.414
25/09/2014,2.43
24/09/2014,2.385
23/09/2014,2.408
22/09/2014,2.395
19/09/2014,2.378
18/09/2014,2.365
17/09/2014,2.355
16/09/2014,2.329
15/09/2014,2.342
12/09/2014,2.338
11/09/2014,2.292
10/09/2014,2.29
09/09/2014,2.288
08/09/2014,2.266
05/09/2014,2.243
04/09/2014,2.244
03/09/2014,2.235
02/09/2014,2.244
01/09/2014,2.242
29/08/2014,2.242
28/08/2014,2.243
27/08/2014,2.253
26/08/2014,2.266
25/08/2014,2.286
22/08/2014,2.28
21/08/2014,2.266
20/08/2014,2.26
19/08/2014,2.251
18/08/2014,2.258
15/08/2014,2.264
14/08/2014,2.271
13/08/2014,2.282
12/08/2014,2.279
11/08/2014,2.274
08/08/2014,2.285
07/08/2014,2.297
06/08/2014,2.273
05/08/2014,2.285
04/08/2014,2.259
01/08/2014,2.261
31/07/2014,2.27
30/07/2014,2.248
29/07/2014,2.23
28/07/2014,2.223
25/07/2014,2.228
24/07/2014,2.22
23/07/2014,2.22
22/07/2014,2.211
21/07/2014,2.223
18/07/2014,2.23
17/07/2014,2.25
16/07/2014,2.222
15/07/2014,2.222
14/07/2014,2.213
11/07/2014,2.222
10/07/2014,2.221
09/07/2014,2.217
08/07/2014,2.214
07/07/2014,2.225
04/07/2014,2.215
03/07/2014,2.214
02/07/2014,2.224
01/07/2014,2.205
30/06/2014,2.212
27/06/2014,2.198
26/06/2014,2.198
25/06/2014,2.206
24/06/2014,2.226
23/06/2014,2.218
20/06/2014,2.231
18/06/2014,2.23
17/06/2014,2.256
16/06/2014,2.236
13/06/2014,2.23
12/06/2014,2.233
11/06/2014,2.236
10/06/2014,2.23
09/06/2014,2.229
06/06/2014,2.248
05/06/2014,2.264
04/06/2014,2.284
03/06/2014,2.279
02/06/2014,2.273
30/05/2014,2.24
29/05/2014,2.224
28/05/2014,2.233
27/05/2014,2.241
26/05/2014,2.224
23/05/2014,2.224
22/05/2014,2.216
21/05/2014,2.209
20/05/2014,2.218
19/05/2014,2.208
16/05/2014,2.213
15/05/2014,2.222
14/05/2014,2.207
13/05/2014,2.215
12/05/2014,2.219
09/05/2014,2.217
08/05/2014,2.211
07/05/2014,2.22
06/05/2014,2.227
05/05/2014,2.247
02/05/2014,2.221
30/04/2014,2.234
29/04/2014,2.233
28/04/2014,2.227
25/04/2014,2.242
24/04/2014,2.217
23/04/2014,2.223
22/04/2014,2.242
17/04/2014,2.24
16/04/2014,2.241
15/04/2014,2.237
14/04/2014,2.217
11/04/2014,2.22
10/04/2014,2.201
09/04/2014,2.198
08/04/2014,2.205
07/04/2014,2.217
04/04/2014,2.244
03/04/2014,2.283
02/04/2014,2.272
01/04/2014,2.266
31/03/2014,2.267
28/03/2014,2.262
27/03/2014,2.267
26/03/2014,2.31
25/03/2014,2.307
24/03/2014,2.321
21/03/2014,2.324
20/03/2014,2.33
19/03/2014,2.352
18/03/2014,2.341
17/03/2014,2.349
14/03/2014,2.351
13/03/2014,2.365
12/03/2014,2.36
11/03/2014,2.363
10/03/2014,2.352
07/03/2014,2.349
06/03/2014,2.318
05/03/2014,2.318
28/02/2014,2.342
27/02/2014,2.322
26/02/2014,2.354
25/02/2014,2.339
24/02/2014,2.344
21/02/2014,2.356
20/02/2014,2.374
19/02/2014,2.392
18/02/2014,2.393
17/02/2014,2.387
14/02/2014,2.384
13/02/2014,2.406
12/02/2014,2.423
11/02/2014,2.403
10/02/2014,2.407
07/02/2014,2.379
06/02/2014,2.383
05/02/2014,2.4
04/02/2014,2.412
03/02/2014,2.435
31/01/2014,2.418
30/01/2014,2.416
29/01/2014,2.436
28/01/2014,2.427
27/01/2014,2.422
24/01/2014,2.397
23/01/2014,2.4
22/01/2014,2.369
21/01/2014,2.362
20/01/2014,2.339
17/01/2014,2.349
16/01/2014,2.363
15/01/2014,2.356
14/01/2014,2.356
13/01/2014,2.355
10/01/2014,2.365
09/01/2014,2.397
08/01/2014,2.39
07/01/2014,2.375
06/01/2014,2.377
03/01/2014,2.376
02/01/2014,2.391
30/12/2013,2.356
27/12/2013,2.342
26/12/2013,2.36
23/12/2013,2.361
20/12/2013,2.381
19/12/2013,2.35
18/12/2013,2.343
17/12/2013,2.321
16/12/2013,2.329
13/12/2013,2.335
12/12/2013,2.343
11/12/2013,2.342
10/12/2013,2.308
09/12/2013,2.32
06/12/2013,2.332
05/12/2013,2.363
04/12/2013,2.389
03/12/2013,2.377
02/12/2013,2.358
29/11/2013,2.336
28/11/2013,2.319
27/11/2013,2.318
26/11/2013,2.296
25/11/2013,2.284
22/11/2013,2.285
21/11/2013,2.307
20/11/2013,2.278
19/11/2013,2.276
18/11/2013,2.268
14/11/2013,2.32
13/11/2013,2.334
12/11/2013,2.334
11/11/2013,2.335
08/11/2013,2.315
07/11/2013,2.306
06/11/2013,2.282
05/11/2013,2.292
04/11/2013,2.246
01/11/2013,2.254
31/10/2013,2.231
30/10/2013,2.197
29/10/2013,2.181
28/10/2013,2.182
25/10/2013,2.189
24/10/2013,2.204
23/10/2013,2.189
22/10/2013,2.174
21/10/2013,2.178
18/10/2013,2.174
17/10/2013,2.162
16/10/2013,2.176
15/10/2013,2.184
14/10/2013,2.175
11/10/2013,2.178
10/10/2013,2.179
09/10/2013,2.206
08/10/2013,2.206
07/10/2013,2.207
04/10/2013,2.211
03/10/2013,2.201
02/10/2013,2.198
01/10/2013,2.223
30/09/2013,2.216
27/09/2013,2.259
26/09/2013,2.246
25/09/2013,2.227
24/09/2013,2.197
23/09/2013,2.2
20/09/2013,2.219
19/09/2013,2.202
18/09/2013,2.192
17/09/2013,2.259
16/09/2013,2.277
13/09/2013,2.281
12/09/2013,2.273
11/09/2013,2.273
10/09/2013,2.286
09/09/2013,2.277
06/09/2013,2.307
05/09/2013,2.323
04/09/2013,2.356
03/09/2013,2.36
02/09/2013,2.375
30/08/2013,2.383
29/08/2013,2.378
28/08/2013,2.344
27/08/2013,2.371
26/08/2013,2.388
23/08/2013,2.356
22/08/2013,2.438
21/08/2013,2.436
20/08/2013,2.394
19/08/2013,2.414
16/08/2013,2.392
15/08/2013,2.343
14/08/2013,2.323
13/08/2013,2.309
12/08/2013,2.287
09/08/2013,2.272
08/08/2013,2.284
07/08/2013,2.31
06/08/2013,2.299
05/08/2013,2.3
02/08/2013,2.279
01/08/2013,2.303
31/07/2013,2.278
30/07/2013,2.281
29/07/2013,2.269
26/07/2013,2.255
25/07/2013,2.244
24/07/2013,2.25
23/07/2013,2.224
22/07/2013,2.236
19/07/2013,2.239
18/07/2013,2.228
17/07/2013,2.231
16/07/2013,2.257
15/07/2013,2.228
12/07/2013,2.267
11/07/2013,2.258
10/07/2013,2.27
09/07/2013,2.264
08/07/2013,2.258
05/07/2013,2.262
04/07/2013,2.26
03/07/2013,2.269
02/07/2013,2.249
01/07/2013,2.23
28/06/2013,2.231
27/06/2013,2.195
26/06/2013,2.19
25/06/2013,2.21
24/06/2013,2.227
21/06/2013,2.244
20/06/2013,2.259
19/06/2013,2.205
18/06/2013,2.177
17/06/2013,2.172
14/06/2013,2.144
13/06/2013,2.142
12/06/2013,2.152
11/06/2013,2.137
10/06/2013,2.148
07/06/2013,2.136
06/06/2013,2.122
05/06/2013,2.132
04/06/2013,2.137
03/06/2013,2.128
31/05/2013,2.147
29/05/2013,2.11
28/05/2013,2.073
27/05/2013,2.056
24/05/2013,2.05
23/05/2013,2.046
22/05/2013,2.051
21/05/2013,2.038
20/05/2013,2.039
17/05/2013,2.038
16/05/2013,2.03
15/05/2013,2.026
14/05/2013,2.016
13/05/2013,2.01
10/05/2013,2.027
09/05/2013,2.013
08/05/2013,2.005
07/05/2013,2.006
06/05/2013,2.015
03/05/2013,2.012
02/05/2013,2.011
30/04/2013,2.002
29/04/2013,2.006
26/04/2013,1.999
25/04/2013,2.008
24/04/2013,2.017
23/04/2013,2.023
22/04/2013,2.02
19/04/2013,2.01
18/04/2013,2.018
17/04/2013,2
16/04/2013,1.994
15/04/2013,1.995
12/04/2013,1.97
11/04/2013,1.977
10/04/2013,1.978
09/04/2013,1.985
08/04/2013,1.99
05/04/2013,1.988
04/04/2013,2.015
03/04/2013,2.024
02/04/2013,2.022
01/04/2013,2.02
28/03/2013,2.022
27/03/2013,2.008
26/03/2013,2.017
25/03/2013,2.013
22/03/2013,2.014
21/03/2013,2.007
20/03/2013,1.992
19/03/2013,1.987
18/03/2013,1.989
15/03/2013,1.983
14/03/2013,1.977
13/03/2013,1.972
12/03/2013,1.962
11/03/2013,1.958
08/03/2013,1.95
07/03/2013,1.961
06/03/2013,1.969
05/03/2013,1.966
04/03/2013,1.978
01/03/2013,1.982
28/02/2013,1.976
27/02/2013,1.973
26/02/2013,1.984
25/02/2013,1.977
22/02/2013,1.972
21/02/2013,1.975
20/02/2013,1.964
19/02/2013,1.955
18/02/2013,1.963
15/02/2013,1.967
14/02/2013,1.959
13/02/2013,1.966
08/02/2013,1.972
07/02/2013,1.972
06/02/2013,1.989
05/02/2013,1.986
04/02/2013,1.993
01/02/2013,1.987
31/01/2013,1.987
30/01/2013,1.99
29/01/2013,1.986
28/01/2013,2.002
25/01/2013,2.03
24/01/2013,2.031
23/01/2013,2.038
22/01/2013,2.044
21/01/2013,2.042
18/01/2013,2.045
17/01/2013,2.043
16/01/2013,2.044
15/01/2013,2.036
14/01/2013,2.032
11/01/2013,2.036
10/01/2013,2.03
09/01/2013,2.038
08/01/2013,2.04
07/01/2013,2.031
04/01/2013,2.038
03/01/2013,2.036
02/01/2013,2.045
28/12/2012,2.045
27/12/2012,2.044
26/12/2012,2.055
21/12/2012,2.073
20/12/2012,2.062
19/12/2012,2.071
18/12/2012,2.089
17/12/2012,2.096
14/12/2012,2.088
13/12/2012,2.082
12/12/2012,2.074
11/12/2012,2.08
10/12/2012,2.078
07/12/2012,2.087
06/12/2012,2.079
05/12/2012,2.099
04/12/2012,2.117
03/12/2012,2.119
30/11/2012,2.127
29/11/2012,2.098
28/11/2012,2.088
27/11/2012,2.081
26/11/2012,2.082
23/11/2012,2.083
22/11/2012,2.097
21/11/2012,2.094
20/11/2012,2.085
19/11/2012,2.079
16/11/2012,2.08
14/11/2012,2.067
13/11/2012,2.074
12/11/2012,2.052
09/11/2012,2.048
08/11/2012,2.042
07/11/2012,2.035
06/11/2012,2.034
05/11/2012,2.035
01/11/2012,2.032
31/10/2012,2.03
30/10/2012,2.031
29/10/2012,2.033
26/10/2012,2.027
25/10/2012,2.026
24/10/2012,2.027
23/10/2012,2.027
22/10/2012,2.024
19/10/2012,2.028
18/10/2012,2.028
17/10/2012,2.031
16/10/2012,2.036
15/10/2012,2.034
11/10/2012,2.039
10/10/2012,2.04
09/10/2012,2.036
08/10/2012,2.029
05/10/2012,2.03
04/10/2012,2.019
03/10/2012,2.022
02/10/2012,2.027
01/10/2012,2.027
28/09/2012,2.029
27/09/2012,2.031
26/09/2012,2.035
25/09/2012,2.029
24/09/2012,2.026
21/09/2012,2.024
20/09/2012,2.023
19/09/2012,2.024
18/09/2012,2.022
17/09/2012,2.029
14/09/2012,2.013
13/09/2012,2.021
12/09/2012,2.028
11/09/2012,2.019
10/09/2012,2.025
06/09/2012,2.03
05/09/2012,2.039
04/09/2012,2.041
03/09/2012,2.032
31/08/2012,2.03
30/08/2012,2.046
29/08/2012,2.049
28/08/2012,2.043
27/08/2012,2.032
24/08/2012,2.024
23/08/2012,2.024
22/08/2012,2.02
21/08/2012,2.017
20/08/2012,2.018
17/08/2012,2.015
16/08/2012,2.019
15/08/2012,2.022
14/08/2012,2.027
13/08/2012,2.022
10/08/2012,2.016
09/08/2012,2.017
08/08/2012,2.022
07/08/2012,2.028
06/08/2012,2.028
03/08/2012,2.028
02/08/2012,2.05
01/08/2012,2.043
31/07/2012,2.047
30/07/2012,2.04
27/07/2012,2.024
26/07/2012,2.023
25/07/2012,2.036
24/07/2012,2.046
23/07/2012,2.039
20/07/2012,2.025
19/07/2012,2.016
18/07/2012,2.024
17/07/2012,2.027
16/07/2012,2.036
13/07/2012,2.037
12/07/2012,2.038
11/07/2012,2.036
10/07/2012,2.04
09/07/2012,2.031
06/07/2012,2.031
05/07/2012,2.027
04/07/2012,2.031
03/07/2012,2.015
02/07/2012,1.989
29/06/2012,2.01
28/06/2012,2.083
27/06/2012,2.083
26/06/2012,2.074
25/06/2012,2.066
22/06/2012,2.065
21/06/2012,2.053
20/06/2012,2.035
19/06/2012,2.03
18/06/2012,2.059
15/06/2012,2.041
14/06/2012,2.057
13/06/2012,2.072
12/06/2012,2.063
11/06/2012,2.05
08/06/2012,2.025
06/06/2012,2.029
05/06/2012,2.02
04/06/2012,2.051
01/06/2012,2.046
31/05/2012,2.017
30/05/2012,2.017
29/05/2012,1.987
28/05/2012,1.982
